Name,Sex,Age,10th,12th,Stream,IQ,General Test Score,Skill1,Skill2,Skill3,Skill4,Competetive Exam,Suggested Career
ANURAG KUKREJA,Female,17,95,83,Commerce,89,96.7,Teaching,Food Presentation,Photography,Food Presentation,Yes,Teacher/Educator
PALLAVI,Male,17,96,76,Biology,116,73.1,Art,Subject Knowledge,Discipline,Subject Knowledge,No,Teacher/Educator
KARA TERRY,Male,19,90,85,Biology,89,51.0,Empathy,Logical Thinking,Programming,Attention to Detail,No,Doctor
HARMANJOT KAUR,Female,18,95,76,Biology,84,93.5,Sculpting,Endurance,Programming,Medical Knowledge,Yes,Doctor
MAYANK PUNCHI,Female,17,87,89,Commerce,112,94.4,Music,Baking,Problem Solving,Logical Thinking,Yes,Software Developer
GAGANPREET KAUR GILL,Male,19,73,94,Biology,139,91.0,Teaching,Creativity,Music,Teaching,Yes,Teacher/Educator
TANISHQ SOOD,Female,17,78,76,Maths,93,97.3,Leadership,Logical Thinking,Programming,Problem Solving,Yes,Software Developer
SUPRATIM DAS,Female,20,86,75,Maths,94,95.0,Critical Thinking,Research,Baking,Creativity,Yes,Artist
RITIK NAGARIA,Female,19,72,98,Biology,83,79.4,Patient Care,Discipline,Discipline,Classroom Management,Yes,Teacher/Educator
ISHITA GARG,Female,17,76,98,Biology,132,80.4,Curriculum Development,Data Analysis,Discipline,Teaching,Yes,Teacher/Educator
LEEMA SINGH,Female,19,94,89,Maths,121,94.8,Discipline,Sports Skills,Classroom Management,Physical Fitness,Yes,No suitable match
SHRUTIKA KALTA,Male,17,91,96,Biology,131,53.9,Analytical Skills,Programming,Physical Fitness,Painting,No,Scientist/Researcher
NANDINI UPADHYAY,Female,18,76,82,Maths,90,94.2,Baking,Programming,Mathematics,Photography,Yes,Software Developer
PRIYANSHI SRIVASTAVA,Female,17,95,82,Commerce,116,91.4,Problem Solving,Team Management,Medical Knowledge,Patient Care,Yes,No suitable match
JATIN KUKREJA,Male,19,97,81,Maths,90,77.6,Logical Thinking,Critical Thinking,Team Management,Empathy,Yes,Software Developer
DEV DIPAK GHIYA,Male,20,82,91,Commerce,99,51.5,Creativity,Classroom Management,Sculpting,Creativity,No,Teacher/Educator
HARSHDEEP SINGH,Female,20,94,90,Biology,126,68.1,Art,Medical Knowledge,Patient Care,Sculpting,No,Doctor
RIYA SHARMA,Female,20,74,96,Commerce,94,83.4,Empathy,Determination,Medical Knowledge,Programming,Yes,No suitable match
ADITYA KUMAR SINGH,Female,17,79,87,Maths,126,77.2,Endurance,Painting,Mathematics,Cooking,No,Software Developer
AJAY LAL,Male,18,86,83,Maths,100,83.0,Food Presentation,Team Management,Baking,Problem Solving,Yes,Software Developer
MAYANK PUNCHI,Female,17,87,89,Commerce,112,94.4,Music,Baking,Problem Solving,Logical Thinking,Yes,Software Developer
JAGRATI SHARMA,Female,20,83,80,Maths,117,80.6,Programming,Cooking,Determination,Team Management,Yes,Software Developer
MADHAV SINGH CHIB,Male,19,94,88,Maths,109,58.9,Public Speaking,Coding,Sports Skills,Problem Solving,No,Software Developer
NAVITA KUMARI,Female,20,95,97,Commerce,134,96.2,Curriculum Development,Critical Thinking,Mathematics,Sports Skills,Yes,Software Developer
SUMMAYA KHAN,Female,19,96,85,Biology,84,88.6,Logical Thinking,Drawing,Attention to Detail,Discipline,Yes,Scientist/Researcher
AJAY LAL,Male,18,86,83,Maths,100,83.0,Food Presentation,Team Management,Baking,Problem Solving,Yes,Software Developer
ARSHPREET SINGH,Male,19,93,82,Biology,84,99.4,Leadership,Empathy,Logical Thinking,Patient Care,Yes,Doctor
RITIK NAGARIA,Female,17,72,98,Biology,83,79.4,Patient Care,Discipline,Discipline,Classroom Management,Yes,Teacher/Educator
ANAND VISHWAKARMA ,Male,17,80,86,Maths,85,52.6,Food Presentation,Photography,Critical Thinking,Food Presentation,No,Artist
JAYANT SINGH GOUD,Male,17,77,82,Commerce,86,84.8,Data Analysis,Creativity,Leadership,Programming,Yes,Software Developer
ANUSREE PRAKASH,Male,19,71,80,Biology,134,68.1,Endurance,Logical Thinking,Critical Thinking,Painting,No,Scientist/Researcher
SHASHANK SHEKHAR BHARDWAJ,Female,17,83,83,Maths,109,88.0,Food Presentation,Determination,Sculpting,Empathy,Yes,Doctor
NITIN MALIK,Male,17,82,96,Biology,87,89.1,Classroom Management,Curriculum Development,Baking,Drawing,Yes,Teacher/Educator
MILIND ,Male,17,95,87,Commerce,127,95.6,Teaching,Patient Care,Music,Art,Yes,No suitable match
SONAM KUMARI,Male,18,88,85,Maths,118,83.6,Medical Knowledge,Programming,Determination,Medical Knowledge,Yes,Software Developer
SHAILLY,Male,19,70,82,Biology,99,77.0,Team Management,Research,Critical Thinking,Critical Thinking,No,Scientist/Researcher
BHUMIKA ,Male,19,97,99,Arts,87,78.1,Drawing,Music,Analytical Skills,Art,Yes,Artist
KUSHAL,Female,20,88,98,Maths,88,63.3,Programming,Drawing,Baking,Discipline,No,Software Developer
YUGANSHI,Female,19,77,81,Arts,119,60.3,Attention to Detail,Photography,Programming,Attention to Detail,No,Artist
RIYA THAKUR,Female,18,70,80,Biology,96,71.6,Creativity,Public Speaking,Curriculum Development,Data Analysis,No,Teacher/Educator
HARSHARAN SINGH,Male,19,98,92,Commerce,118,99.1,Creativity,Problem Solving,Subject Knowledge,Empathy,Yes,No suitable match
AARON GARG,Female,18,96,82,Maths,124,90.5,Subject Knowledge,Critical Thinking,Patient Care,Physical Fitness,Yes,Scientist/Researcher
UDHAYVEER SINGH,Female,18,93,91,Maths,91,82.5,Baking,Physical Fitness,Painting,Empathy,Yes,No suitable match
HARSHDEEP SINGH  TAKHTER,Female,19,79,98,Commerce,123,99.2,Drawing,Attention to Detail,Team Management,Programming,Yes,Software Developer
JYOTI,Male,20,98,80,Arts,117,87.2,Menu Planning,Leadership,Team Management,Curriculum Development,Yes,Teacher/Educator
MUSKAN MEHRA,Female,17,96,82,Commerce,81,53.8,Physical Fitness,Team Management,Sculpting,Creativity,No,Software Developer
GURLEEN SINGH,Female,17,89,76,Commerce,128,63.0,Classroom Management,Sports Skills,Empathy,Photography,No,Teacher/Educator
SHAHEEN KAUR,Male,19,83,91,Commerce,137,56.8,Analytical Skills,Determination,Attention to Detail,Medical Knowledge,No,No suitable match
HARPREET SINGH JAGAL,Male,19,89,84,Maths,126,65.0,Critical Thinking,Drawing,Team Management,Menu Planning,No,Software Developer
ANANYA UBHAN,Female,18,75,81,Commerce,90,78.7,Research,Curriculum Development,Medical Knowledge,Art,No,Teacher/Educator
 OBUSELE PERSIS ECHIKWA ,Female,19,84,93,Arts,124,61.8,Art,Critical Thinking,Logical Thinking,Leadership,No,Artist
ABHIMANYU SHARMA,Male,18,83,76,Biology,89,65.5,Critical Thinking,Team Management,Food Presentation,Public Speaking,No,Teacher/Educator
TANVEER SINGH,Male,20,91,93,Commerce,124,66.9,Public Speaking,Classroom Management,Baking,Classroom Management,No,Teacher/Educator
HARSH SAHNI,Female,19,93,79,Arts,97,52.9,Classroom Management,Curriculum Development,Problem Solving,Mathematics,No,Teacher/Educator
UTKARSH,Female,17,82,81,Maths,85,90.7,Determination,Attention to Detail,Analytical Skills,Classroom Management,Yes,Scientist/Researcher
AKSHAY SAROHA,Female,17,87,89,Biology,136,55.4,Drawing,Critical Thinking,Physical Fitness,Patient Care,No,Doctor
RASIKH TAHIR RAINA,Male,19,95,82,Commerce,90,53.6,Classroom Management,Leadership,Art,Music,No,Teacher/Educator
KUSHAL,Female,18,88,98,Maths,88,63.3,Programming,Drawing,Baking,Discipline,No,Software Developer
LAKSHAY SHARMA,Male,17,84,80,Maths,90,83.2,Analytical Skills,Menu Planning,Logical Thinking,Discipline,Yes,Scientist/Researcher
SAKSHAM BHATIA,Male,18,70,79,Biology,80,63.2,Sports Skills,Problem Solving,Programming,Cooking,No,Artist
ARSHDEEP SINGH,Male,19,85,84,Biology,126,65.2,Baking,Cooking,Medical Knowledge,Menu Planning,No,Doctor
ARSHPREET SINGH,Male,19,93,82,Biology,84,99.4,Leadership,Empathy,Logical Thinking,Patient Care,Yes,Doctor
SUKHAMDEEP KAUR,Male,17,91,91,Arts,84,96.6,Discipline,Leadership,Curriculum Development,Programming,Yes,Teacher/Educator
PARIKSHIT THAKUR,Female,19,83,98,Commerce,127,57.7,Empathy,Determination,Photography,Menu Planning,No,No suitable match
LOVEPREET SINGH BUCK,Male,20,87,88,Maths,91,76.4,Programming,Sports Skills,Sports Skills,Leadership,No,Software Developer
PRIYA,Male,20,89,84,Biology,118,56.3,Coding,Discipline,Baking,Problem Solving,No,No suitable match
DEV DIPAK GHIYA,Male,17,82,91,Commerce,99,51.5,Creativity,Classroom Management,Sculpting,Creativity,No,Teacher/Educator
Ria potan,Male,20,82,96,Arts,111,72.5,Team Management,Subject Knowledge,Leadership,Problem Solving,No,Teacher/Educator
TANNU PRIYA,Female,18,85,96,Biology,136,87.8,Creativity,Medical Knowledge,Sports Skills,Mathematics,Yes,Scientist/Researcher
Ashutosh Panchal,Female,17,80,86,Maths,81,99.1,Creativity,Creativity,Patient Care,Mathematics,Yes,Software Developer
Aniket Sharma,Female,17,90,92,Commerce,97,84.3,Creativity,Painting,Drawing,Photography,Yes,No suitable match
NAVEEN GARG,Female,18,79,91,Biology,107,66.2,Classroom Management,Food Presentation,Photography,Logical Thinking,No,Scientist/Researcher
BHOOMI TAKKAR,Male,20,93,90,Arts,91,56.5,Attention to Detail,Baking,Logical Thinking,Problem Solving,No,Software Developer
YUGAL NAG,Male,20,88,79,Maths,89,78.7,Problem Solving,Drawing,Creativity,Food Presentation,Yes,No suitable match
vaibhav dubey,Male,20,92,86,Biology,106,95.6,Art,Team Management,Food Presentation,Mathematics,Yes,No suitable match
AYUSH GUPTA,Male,17,92,99,Arts,139,91.2,Cooking,Patient Care,Teaching,Physical Fitness,Yes,Teacher/Educator
BIBHUPRASAD NAYAK,Female,17,81,90,Maths,99,53.7,Analytical Skills,Cooking,Endurance,Coding,No,Software Developer
MANISH KUMAR SAINI,Male,20,87,80,Maths,119,51.5,Sports Skills,Creativity,Determination,Problem Solving,No,Teacher/Educator
SHALEENI BISWAS,Male,19,74,79,Maths,134,56.5,Creativity,Music,Teaching,Subject Knowledge,No,Teacher/Educator
MONEY NAGPAL,Female,20,82,82,Maths,80,97.4,Mathematics,Coding,Photography,Patient Care,Yes,Software Developer
LAVANYA GOYAL,Male,18,93,77,Maths,124,51.9,Endurance,Data Analysis,Photography,Logical Thinking,No,Scientist/Researcher
KUSHPREET KAUR,Male,17,92,94,Maths,103,63.6,Baking,Empathy,Sports Skills,Data Analysis,No,Scientist/Researcher
DEEPAK SHARMA,Female,18,96,83,Biology,107,87.7,Food Presentation,Determination,Drawing,Creativity,Yes,No suitable match
ANJALI RANI,Male,18,83,81,Biology,113,51.2,Medical Knowledge,Patient Care,Art,Classroom Management,No,Doctor
ALISHA KAMBOJ,Female,17,85,86,Biology,95,53.1,Sports Skills,Painting,Endurance,Menu Planning,No,No suitable match
PRADYUMN THAKUR,Male,19,91,92,Commerce,87,98.3,Critical Thinking,Mathematics,Sports Skills,Music,Yes,Software Developer
Ashutosh Panchal,Female,20,80,86,Maths,81,99.1,Creativity,Creativity,Patient Care,Mathematics,Yes,Software Developer
TAJINDER SINGH,Female,18,70,84,Maths,114,86.0,Cooking,Leadership,Classroom Management,Programming,Yes,Teacher/Educator
Tirupatee Balajee,Male,17,75,80,Commerce,111,88.3,Data Analysis,Analytical Skills,Attention to Detail,Food Presentation,Yes,No suitable match
SHALEENI BISWAS,Male,18,74,79,Maths,134,56.5,Creativity,Music,Teaching,Subject Knowledge,No,Teacher/Educator
KARA TERRY,Male,20,90,85,Biology,89,51.0,Empathy,Logical Thinking,Programming,Attention to Detail,No,Doctor
RAJAT PURI,Female,19,77,75,Commerce,117,50.3,Drawing,Medical Knowledge,Creativity,Leadership,No,Teacher/Educator
KARANDEEP ,Female,19,74,92,Maths,138,73.1,Painting,Problem Solving,Drawing,Baking,No,No suitable match
LIPAKSHI,Male,19,72,79,Arts,99,69.5,Painting,Determination,Subject Knowledge,Painting,No,Artist
SIMRANPREET KAUR SIDHU,Male,17,75,81,Commerce,101,85.6,Data Analysis,Team Management,Data Analysis,Classroom Management,Yes,Software Developer
Payel Kumari Gupta,Male,17,98,95,Biology,127,57.9,Music,Physical Fitness,Baking,Problem Solving,No,Scientist/Researcher
KUMESH DANDYAN,Male,19,96,78,Maths,136,97.5,Logical Thinking,Curriculum Development,Photography,Physical Fitness,Yes,Software Developer
SAHIL YADAV,Female,20,75,98,Commerce,120,98.5,Endurance,Endurance,Problem Solving,Classroom Management,Yes,Software Developer
SHAURYA,Male,20,83,80,Maths,95,62.6,Mathematics,Patient Care,Painting,Physical Fitness,No,Software Developer
PRIYAM JISILLA MARANDI,Male,17,90,85,Maths,124,77.0,Sports Skills,Sports Skills,Classroom Management,Sculpting,Yes,Teacher/Educator
SHUBHANGI SINGH,Male,19,91,75,Biology,124,65.1,Painting,Mathematics,Drawing,Data Analysis,No,Scientist/Researcher
NEETU KAUR,Female,20,72,85,Arts,118,78.9,Public Speaking,Sports Skills,Data Analysis,Empathy,Yes,Teacher/Educator
NISHTHA SHARMA,Male,20,80,97,Commerce,131,59.2,Public Speaking,Coding,Critical Thinking,Menu Planning,No,Software Developer
Abhay Singh,Female,20,71,82,Commerce,83,63.4,Determination,Team Management,Drawing,Analytical Skills,No,Software Developer
SIMRAN ,Male,17,80,84,Maths,94,75.8,Determination,Sculpting,Empathy,Team Management,No,Software Developer
Khushal ,Male,19,80,78,Commerce,119,77.7,Subject Knowledge,Patient Care,Coding,Team Management,No,Software Developer
ISHA EVE ,Male,18,76,97,Commerce,124,95.2,Painting,Subject Knowledge,Painting,Food Presentation,Yes,Teacher/Educator
RAHUL MALIK,Female,19,84,75,Biology,108,68.1,Drawing,Determination,Medical Knowledge,Data Analysis,No,Scientist/Researcher
SAHARSH KUMAR,Female,19,81,91,Commerce,96,51.4,Physical Fitness,Creativity,Coding,Classroom Management,No,Software Developer
SHAILLY,Male,17,70,82,Biology,99,77.0,Team Management,Research,Critical Thinking,Critical Thinking,No,Scientist/Researcher
ELISETTI SANJAY KUMAR,Male,20,71,95,Maths,106,85.0,Research,Teaching,Food Presentation,Classroom Management,Yes,Teacher/Educator
MANJOT KAUR,Male,20,86,83,Maths,96,75.5,Patient Care,Team Management,Programming,Endurance,No,Software Developer
KIRANDEEP KAUR,Male,17,82,94,Commerce,100,83.3,Team Management,Sports Skills,Teaching,Mathematics,Yes,Software Developer
ADITYA RANJAN KAPOOR,Female,17,99,92,Maths,127,97.6,Cooking,Photography,Critical Thinking,Physical Fitness,Yes,No suitable match
ABHISHEK KUMAI ,Female,17,81,83,Biology,100,88.8,Endurance,Cooking,Logical Thinking,Photography,Yes,Scientist/Researcher
SANJANA DUA,Female,17,99,92,Maths,80,67.5,Photography,Endurance,Data Analysis,Public Speaking,No,Scientist/Researcher
TRISHA,Female,17,81,89,Commerce,80,97.7,Coding,Mathematics,Discipline,Endurance,Yes,Software Developer
Tajinder,Female,18,80,89,Biology,94,66.2,Art,Teaching,Classroom Management,Music,No,Teacher/Educator
GUNVEEN KAUR,Male,19,96,82,Maths,83,62.4,Patient Care,Logical Thinking,Data Analysis,Data Analysis,No,Scientist/Researcher
RITIKA ,Female,19,83,98,Maths,131,56.8,Sculpting,Menu Planning,Food Presentation,Discipline,No,Athlete
HARMAN SINGH GOGE,Female,19,98,80,Biology,103,54.5,Sculpting,Mathematics,Art,Attention to Detail,No,No suitable match
NEERAJ THAKUR,Male,20,97,77,Commerce,98,72.9,Photography,Photography,Empathy,Leadership,No,Teacher/Educator
 Anchal sharma,Female,18,93,84,Biology,122,54.5,Subject Knowledge,Programming,Problem Solving,Painting,No,Athlete
NAVNEET KAUR,Male,19,70,75,Maths,107,95.0,Baking,Public Speaking,Programming,Programming,Yes,Software Developer
Khushal ,Male,20,80,78,Commerce,119,77.7,Subject Knowledge,Patient Care,Coding,Team Management,No,Software Developer
ADITYA RANJAN KAPOOR,Female,18,99,92,Maths,127,97.6,Cooking,Photography,Critical Thinking,Physical Fitness,Yes,Teacher/Educator
NIVEDITA  DUTTA,Female,18,79,92,Maths,103,78.0,Determination,Programming,Leadership,Programming,Yes,Software Developer
OINAM LOBELLIYA DEVI,Male,20,92,76,Maths,105,90.0,Critical Thinking,Critical Thinking,Painting,Endurance,Yes,No suitable match
HARSIMRAN KAUR,Female,18,79,81,Commerce,140,92.0,Curriculum Development,Drawing,Food Presentation,Sculpting,Yes,No suitable match
KUNAL KAUSHIK ,Female,20,71,89,Maths,125,60.5,Sports Skills,Sculpting,Public Speaking,Sculpting,No,Teacher/Educator
DEVIKA N,Female,19,88,94,Commerce,116,72.4,Art,Baking,Classroom Management,Problem Solving,No,Software Developer
SHRAVAN KHUNTI SHAMLABHAI,Female,20,72,96,Biology,86,68.0,Sports Skills,Photography,Art,Drawing,No,Artist
ALINA RAI,Female,18,82,83,Maths,84,76.5,Music,Food Presentation,Medical Knowledge,Curriculum Development,No,Teacher/Educator
NAVEEN GARG,Female,19,79,91,Biology,107,66.2,Classroom Management,Food Presentation,Photography,Logical Thinking,No,Scientist/Researcher
GAGAN DEEP SINGH,Male,19,95,88,Arts,130,88.4,Analytical Skills,Drawing,Creativity,Discipline,Yes,Artist
NEIL S MACWAN,Female,17,71,87,Commerce,101,55.1,Leadership,Analytical Skills,Menu Planning,Cooking,No,No suitable match
BISMILLAH JAN NOORI,Male,17,82,85,Maths,93,61.3,Drawing,Sculpting,Menu Planning,Medical Knowledge,No,Chef
Argha Bhowmick,Male,18,96,95,Maths,83,92.1,Classroom Management,Discipline,Mathematics,Music,Yes,Software Developer
KOUSTUBH DUBEY,Female,20,85,99,Commerce,109,69.6,Food Presentation,Patient Care,Team Management,Programming,No,Software Developer
NEHA BHANDARI,Female,20,94,93,Biology,128,85.4,Art,Music,Data Analysis,Discipline,Yes,No suitable match
RAGAV SINGH,Male,18,98,99,Biology,107,85.7,Menu Planning,Physical Fitness,Analytical Skills,Food Presentation,Yes,No suitable match
DHEERAJ G LAKHANI,Male,19,72,83,Biology,139,93.1,Research,Sculpting,Discipline,Critical Thinking,Yes,Scientist/Researcher
SAURAV SINGH,Female,18,85,86,Maths,104,83.9,Painting,Physical Fitness,Sculpting,Drawing,Yes,No suitable match
DEV DIPAK GHIYA,Male,18,82,91,Commerce,99,51.5,Creativity,Classroom Management,Sculpting,Creativity,No,Teacher/Educator
LALIT KOOLWAL,Female,19,76,99,Biology,125,69.9,Data Analysis,Discipline,Baking,Menu Planning,No,No suitable match
HEPHZEBA SHAJI,Female,20,93,97,Maths,109,83.9,Teaching,Classroom Management,Discipline,Programming,Yes,Teacher/Educator
RANDHIR SINGH,Female,18,94,80,Arts,95,70.9,Menu Planning,Team Management,Music,Curriculum Development,No,Artist
Advaith Karnad,Female,20,95,78,Maths,137,79.5,Research,Data Analysis,Problem Solving,Photography,Yes,Scientist/Researcher
BIBHUPRASAD NAYAK,Female,18,81,90,Maths,99,53.7,Analytical Skills,Cooking,Endurance,Coding,No,Software Developer
AMULYA ASHISH,Male,19,94,78,Maths,92,67.3,Coding,Endurance,Cooking,Team Management,No,Software Developer
HARMANJOT KAUR,Female,19,95,76,Biology,84,93.5,Sculpting,Endurance,Programming,Medical Knowledge,Yes,Doctor
MANISH KUMAR SAINI,Male,17,87,80,Maths,119,51.5,Sports Skills,Creativity,Determination,Problem Solving,No,No suitable match
DEEPAK KASHYAP,Female,19,77,96,Maths,85,91.3,Critical Thinking,Teaching,Determination,Discipline,Yes,Athlete
PARDEEP SINGH,Female,17,99,99,Biology,88,80.2,Menu Planning,Teaching,Painting,Determination,Yes,Teacher/Educator
ARSHDEEP SINGH,Male,18,85,84,Biology,126,65.2,Baking,Cooking,Medical Knowledge,Menu Planning,No,No suitable match
BALARAM SASMAL,Female,20,81,89,Biology,109,56.8,Cooking,Empathy,Public Speaking,Analytical Skills,No,Scientist/Researcher
DIVYANGI SINGH,Male,19,89,99,Arts,82,90.8,Attention to Detail,Art,Team Management,Analytical Skills,Yes,Artist
Deeptimayee Behera,Female,19,83,90,Maths,135,64.3,Leadership,Medical Knowledge,Team Management,Attention to Detail,No,No suitable match
CHINMAY RATHEE,Female,19,92,98,Arts,82,93.4,Sculpting,Subject Knowledge,Sports Skills,Classroom Management,Yes,Teacher/Educator
AJAYBIR SINGH,Female,18,78,98,Maths,101,61.2,Music,Subject Knowledge,Leadership,Mathematics,No,Teacher/Educator
SHREYA PATYAL,Female,17,92,86,Maths,136,98.8,Cooking,Determination,Leadership,Public Speaking,Yes,Teacher/Educator
SHREY DUA,Female,18,94,96,Biology,121,67.8,Empathy,Teaching,Team Management,Baking,No,Teacher/Educator
RITISH SHARMA,Male,20,84,82,Biology,116,70.5,Data Analysis,Photography,Problem Solving,Data Analysis,No,Scientist/Researcher
APARAJITA PATEL,Male,18,89,83,Maths,96,70.3,Public Speaking,Discipline,Public Speaking,Physical Fitness,No,No suitable match
Shambhavi,Female,20,92,95,Maths,131,93.2,Patient Care,Menu Planning,Painting,Team Management,Yes,Software Developer
AMOL BARWAL,Female,19,74,86,Biology,117,99.5,Sculpting,Research,Medical Knowledge,Photography,Yes,Artist
GAGANPREET KAUR GILL,Male,20,73,94,Biology,139,91.0,Teaching,Creativity,Music,Teaching,Yes,Teacher/Educator
RASIKH TAHIR RAINA,Male,20,95,82,Commerce,90,53.6,Classroom Management,Leadership,Art,Music,No,Teacher/Educator
SHIVALIKA,Male,17,72,86,Arts,106,98.9,Leadership,Research,Cooking,Classroom Management,Yes,Teacher/Educator
SANT PARKASH SINGH,Female,20,93,83,Biology,135,79.3,Problem Solving,Critical Thinking,Curriculum Development,Teaching,Yes,Teacher/Educator
Deepak chandel,Male,20,71,90,Maths,103,84.7,Cooking,Subject Knowledge,Patient Care,Menu Planning,Yes,Athlete
SAHARSH KUMAR,Female,18,81,91,Commerce,96,51.4,Physical Fitness,Creativity,Coding,Classroom Management,No,Software Developer
YARA CRISTINA ELIAS CUAMBE,Male,19,76,93,Commerce,93,74.8,Data Analysis,Creativity,Sculpting,Determination,No,No suitable match
ANJALI BHANDARI,Female,18,98,86,Commerce,125,94.7,Empathy,Baking,Team Management,Endurance,Yes,Software Developer
SHRUTIKA KALTA,Male,18,91,96,Biology,131,53.9,Analytical Skills,Programming,Physical Fitness,Painting,No,Scientist/Researcher
NAVODITA JOSEPH,Male,19,99,98,Maths,98,52.7,Data Analysis,Problem Solving,Data Analysis,Cooking,No,Scientist/Researcher
TAJINDER SINGH,Female,19,70,84,Maths,114,86.0,Cooking,Leadership,Classroom Management,Programming,Yes,Teacher/Educator
SHIVANSHU SHARMA,Male,20,90,92,Maths,109,59.3,Data Analysis,Menu Planning,Programming,Discipline,No,Software Developer
MONEY NAGPAL,Female,20,82,82,Maths,80,97.4,Mathematics,Coding,Photography,Patient Care,Yes,Software Developer
SHUBHANGI SINGH,Male,17,91,75,Biology,124,65.1,Painting,Mathematics,Drawing,Data Analysis,No,Scientist/Researcher
PARAS KRISHAN,Male,18,89,89,Biology,105,67.3,Sports Skills,Problem Solving,Painting,Teaching,No,Scientist/Researcher
MONIKA THAKUR,Male,19,99,80,Commerce,122,68.0,Creativity,Photography,Patient Care,Photography,No,No suitable match
Ria potan,Male,20,82,96,Arts,111,72.5,Team Management,Subject Knowledge,Leadership,Problem Solving,No,Teacher/Educator
SHASHANK SHEKHAR BHARDWAJ,Female,19,83,83,Maths,109,88.0,Food Presentation,Determination,Sculpting,Empathy,Yes,No suitable match
AYUSH ,Female,20,99,77,Arts,106,70.7,Sculpting,Programming,Public Speaking,Sports Skills,No,Artist
ROHIT PATEL,Female,17,82,91,Biology,87,56.3,Music,Baking,Drawing,Patient Care,No,No suitable match
SUSHMA,Male,17,82,84,Biology,121,65.5,Cooking,Photography,Empathy,Public Speaking,No,Teacher/Educator
Deeptimayee Behera,Female,19,83,90,Maths,135,64.3,Leadership,Medical Knowledge,Team Management,Attention to Detail,No,Chef
NANDINI MUKHERJEE,Male,17,97,98,Arts,128,92.7,Sports Skills,Teaching,Determination,Public Speaking,Yes,Teacher/Educator
LIPAKSHI,Male,19,72,79,Arts,99,69.5,Painting,Determination,Subject Knowledge,Painting,No,Artist
MAYANK YADAV,Female,20,70,89,Commerce,85,87.4,Painting,Subject Knowledge,Programming,Programming,Yes,Software Developer
KARTIK SUDHERA,Female,18,70,75,Maths,122,77.5,Programming,Medical Knowledge,Discipline,Data Analysis,No,Software Developer
PRERANA GHOSH,Male,17,75,77,Biology,134,74.7,Teaching,Teaching,Drawing,Data Analysis,No,Scientist/Researcher
SAHIL YADAV,Female,20,75,98,Commerce,120,98.5,Endurance,Endurance,Problem Solving,Classroom Management,Yes,Software Developer
